title,img,writer,price,uri
ΜΕΤΑΞΥ ΓΗΣ ΚΑΙ ΟΥΡΑΝΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/141168--xlbook-verettas_marios.jpg,ΖΩΓΡΑΦΟΥ Μ.,"5,84 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/metaxi-gis-ke-uranu.html
ΝΕΦΕΛΩΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/141169--xlbook-verettas_marios.jpg,ΚΟΥΛΟΥΡΗ Ν.,"5,84 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/nefelomata.html
ΧΑΜΟΓΕΛΩ ΣΤΗΝ ΑΙΩΝΙΟΤΗΤΑ ΤΗΣ ΠΟΙΗΣΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/141170--xlbook-verettas_marios.jpg,ΔΙΑΜΑΝΤΟΠΟΥΛΟΥ ΤΖ.,"5,84 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/hamogelo-stin-eoniotita-tis-piisis.html
ΑΝΘΟΛΟΓΙΑ ΔΙΚΗΓΟΡΩΝ ΠΟΙΗΤΩΝ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΠΑΝΑΓΙΩΤΟΥΝΗΣ ΠΑΝΟΣ,"8,68 €|10,85 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/anthologia-dikigoron-piiton.html
ΙΔΙΟΣΥΣΤΑΣΙΕΣ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΑΝΑΓΝΩΣΤΟΥ ΤΑΣΟΣ,"3,73 €|4,66 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/idiosistasies.html
Η ΑΛΛΗ ΟΨΗ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΓΕΡΟΣΤΑΘΟΣ ΕΛΕΥΘΕΡΙΟΣ,"3,71 €|4,64 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-alli-opsi-2.html
ΔΡΟΜΟΙ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΓΕΡΟΣΤΑΘΟΣ ΕΛΕΥΘΕΡΙΟΣ,"3,71 €|4,64 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/dromi-2.html
ΠΑΡΑΛΛΗΛΕΣ ΦΩΝΕΣ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΓΕΡΟΣΤΑΘΟΣ ΕΛΕΥΘΕΡΙΟΣ,"3,71 €|4,64 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/paralliles-fones.html
Ο ΘΥΑΜΙΣ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΔΕΦΝΕΡ ΟΘΩΝ,"6,25 €|7,82 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-thiamis.html
ΤΟ ΡΟΔΟΝ ΤΗΣ ΕΡΗΜΟΥ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΔΕΦΝΕΡ ΟΘΩΝ,"4,95 €|6,19 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-rodon-tis-erimu.html
ΣΤΙΧΗΡΑ ΙΔΙΟΜΕΛΑ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΔΕΦΝΕΡ ΟΘΩΝ,"4,95 €|6,19 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/stihira-idiomela.html
ΠΡΩΤΕΣ ΩΡΕΣ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΗΛΙΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,"3,73 €|4,66 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/protes-ores.html
ΑΓΓΕΛΟΙ ΠΙΣΩ ΑΠΟ ΤΑ ΚΑΓΚΕΛΑ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΚΟΥΤΣΟΥΒΕΛΗ ΑΝΙΤΑ,"2,51 €|3,13 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ageli-piso-apo-ta-kagela.html
ΕΥΦΥΙΑ ΤΩΝ ΚΡΙΝΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/e/f/effia-ton-krinon.jpg,ΚΟΥΤΣΟΧΕΡΑ ΛΕΤΑ,"4,95 €|6,19 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/effia-ton-krinon.html
ΗΧΟΙ ΑΠΟΔΡΑΣΗΣ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΛΥΚΟΥΡΗ-ΠΑΠΑΓΕΩΡΓΙΟΥ ΜΑΡΘΑ,"2,51 €|3,13 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ihi-apodrasis.html
ΚΟΚΚΟΙ ΑΜΜΟΥ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΜΑΝΩΛΟΠΟΥΛΟΣ ΤΑΚΗΣ,"4,46 €|5,57 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/kokki-ammu.html
ΚΟΘΟΡΝΟΙ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΜΙΧΟΠΟΥΛΟΣ ΤΑΚΗΣ,"3,73 €|4,66 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/kothorni.html
Ο ΑΛΛΟΔΑΠΟΣ ΧΡΟΝΟΣ ΤΗΣ ΣΙΩΠΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/141235--xlbook-pitsilos.jpg,ΜΠΑΚΑΣ ΔΑΥΙΔ,"3,01 €|3,76 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-allodapos-hronos-tis-siopis.html
ΕΙΣ ΕΑΥΤΟΝ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΣΑΡΡΗΣ ΦΙΛΗΣ,"4,95 €|6,19 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/is-eaiton-3.html
ΑΝ ΑΓΑΠΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/141237--xlbook-pitsilos.jpg,ΡΟΥΣΟΠΟΥΛΟΥ-ΤΖΟΥΛΙΑ ΜΑΡΙΑ,"6,19 €|7,74 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/an-agapas-2.html
ΚΑΡΔΙΑ ΜΟΥ ΚΟΝΤΑ ΣΤΟΝ ΗΛΙΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/4/141238--xlbook-pitsilos.jpg,ΡΟΥΣΟΠΟΥΛΟΥ-ΤΖΟΥΛΙΑ ΜΑΡΙΑ,"6,19 €|7,74 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/kardia-mu-konta-ston-ilio.html
ΑΡΧΕΓΟΝΟΙ ΔΙΑΛΟΓΙΣΜΟΙ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΡΟΥΣΟΠΟΥΛΟΥ-ΤΖΟΥΛΙΑ ΜΑΡΙΑ,"6,25 €|7,82 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/arhegoni-dialogismi.html
ΕΦΕΔΡΕΙΕΣ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΣΑΡΑΝΤΑΚΟΥ ΚΙΚΗ,"3,73 €|4,66 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/efedries.html
ΑΙΜΑ ΑΛΜΥΡΟ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΤΣΑΡΝΑ ΗΡΩ,"3,73 €|4,66 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ema-almiro.html
ΤΟ ΜΕΤΡΟ ΤΗΣ ΚΡΑΥΓΗΣ ΜΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/156369--xlbook-ipsilon.jpg,ΦΩΚΑΣ ΝΙΚΟΣ,"8,97 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-metro-tis-kraigis-mas.html
ΦΙΛΑΡΧΑΙΕΣ ΞΕΝΑΓΗΣΕΙΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/156375--xlbook-kedros.jpg,ΑΛΑΒΕΡΑ ΡΟΥΛΑ,"6,75 €|9,64 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/filarhees-xenagisis.html
ΤΑ ΧΡΟΝΙΚΑ ΤΩΝ ΚΗΠΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157408--xlbook-ikaros.jpg,ΓΕΩΡΓΟΥΣΗΣ ΓΙΩΡΓΟΣ Ε.,"7,48 €|9,98 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-hronika-ton-kipon.html
ΑΜΟΡΓΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157422--xlbook-ikaros.jpg,ΓΚΑΤΣΟΣ ΝΙΚΟΣ,"31,95 €|42,60 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/amorgos-2.html
ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/p/i/piimata-80.jpg,ΚΩΝΣΤΑΝΤΙΝΟΣ ΚΑΒΑΦΗΣ,"9,50 €|12,66 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/piimata-80.html
ΠΥΡΙΔΡΟΜΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157702--xlbook-zaharopoilos_s_i.jpg,ΚΑΡΑΒΑΣΙΛΗΣ ΠΑΝΑΓΙΩΤΗΣ,"5,58 €|7,44 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/piridroma.html
Ο ΠΑΤΕΡΑΣ ΤΟΥ ΠΟΙΗΤΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157703--xlbook-zaharopoilos_s_i.jpg,ΚΑΤΣΑΡΟΣ ΜΙΧΑΛΗΣ,"5,58 €|7,44 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/o-pateras-tu-piiti.html
ΟΡΟΠΕΔΙΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157704--xlbook-zaharopoilos_s_i.jpg,ΚΑΤΣΑΡΟΣ ΜΙΧΑΛΗΣ,"6,33 €|8,44 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/oropedio-1.html
ΣΥΓΓΡΑΜΑ-ΛΥΡΙΚΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157705--xlbook-zaharopoilos_s_i.jpg,ΚΑΤΣΑΡΟΣ ΜΙΧΑΛΗΣ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/sigrama-lirika.html
ΜΕ ΜΟΥΣΙΚΗ ΠΟΥ ΕΦΘΙΝΕ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/m/e/me-musiki-pu-efthine.jpg,ΚΟΚΚΙΝΙΑ ΚΙΚΗ,"6,33 €|8,44 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/me-musiki-pu-efthine.html
ΟΙ ΣΕΙΡΗΝΕΣ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΜΑΓΓΟΥΤΑΣ ΧΡΗΣΤΟΣ,"4,77 €|6,36 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-sirines.html
ΤΟ ΛΥΚΟΦΩΣ ΤΟΥ ΚΟΣΜΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/t/o/to-likofos-tu-kosmu.jpg,ΜΠΕΤΣΙΟΣ ΛΕΩΝΙΔΑΣ,"4,75 €|6,33 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-likofos-tu-kosmu.html
Η ΜΑΚΡΑ ΣΙΩΠΗ ΤΩΝ ΑΛΗΘΙΝΩΝ ΠΡΑΓΜΑΤΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/i/-/i-makra-siopi-ton-alithinon-pragmaton.jpg,ΜΙΚΟΓΛΟΥ ΧΑΡΗΣ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-makra-siopi-ton-alithinon-pragmaton.html
ΕΝΑ ΔΕΜΑΤΙ ΗΛΙΑΧΤΙΔΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157724--xlbook-zaharopoilos_s_i.jpg,ΜΙΚΟΓΛΟΥ ΧΑΡΗΣ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ena-demati-iliahtides.html
Η ΑΝΤΙΛΟΠΗ ΤΗΣ ΑΙΣΘΗΣΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157725--xlbook-zaharopoilos_s_i.jpg,ΟΡΦΑΝΟΥΔΑΚΗ ΦΛΩΡΑ,"5,58 €|7,44 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-antilopi-tis-esthisis.html
ΠΑΡΑΘΥΡΟ ΣΤΟ ΦΩΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157728--xlbook-zaharopoilos_s_i.jpg,ΠΛΑΧΟΥΡΗΣ ΓΙΑΝΝΗΣ,"4,77 €|6,36 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/parathiro-sto-fos.html
ΤΟ ΤΡΑΓΟΥΔΙ ΤΗΣ ΛΕΞΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157729--xlbook-zaharopoilos_s_i.jpg,ΠΛΑΧΟΥΡΗΣ ΓΙΑΝΝΗΣ,"4,75 €|6,33 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-tragudi-tis-lexis.html
ΠΟΛΙΟΡΚΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/p/o/poliorkia-2.jpg,ΠΡΟΓΙΑΣ ΠΑΥΛΟΣ,"4,75 €|6,33 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/poliorkia-2.html
ΜΕΤΑΙΧΜΙΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157731--xlbook-zaharopoilos_s_i.jpg,ΣΙΝΟΠΟΥΛΟΣ ΤΑΚΗΣ,"7,17 €|9,56 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/metehmio.html
ΕΓΙΝΕΣ ΨΥΧΟΦΘΟΡΟΣ ΚΟΝΙΟΡΤΟΣΤΡΟΒΙΛΟΣ ΜΑΚΡΟΤΑΞΙΔΟΥ ΟΝΕΙΡΟΥ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157732--xlbook-zaharopoilos_s_i.jpg,ΣΤΑΦΕΤΑΣ ΓΙΩΡΓΟΣ,"5,57 €|7,42 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/egines-psihofthoros-koniortostrovilos-makrotaxidu-oniru.html
ΕΠΙΣΤΟΛΕΣ ΠΡΟΣ ΦΙΛΟΚΑΛΟΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157733--xlbook-zaharopoilos_s_i.jpg,ΣΤΑΦΕΤΑΣ ΓΙΩΡΓΟΣ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/epistoles-pros-filokalon.html
ΕΙΣ ΤΟ ΘΑΝΑΤΟ ΤΟΥ ΛΟΡΔΟΥ ΜΠΑΥΡΟΝ-ΔΙΑΛΟΓΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157734--xlbook-zaharopoilos_s_i.jpg,ΣΟΛΩΜΟΣ ΔΙΟΝΥΣΙΟΣ,"4,77 €|6,36 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/is-to-thanato-tu-lordu-bairon-dialogos.html
ΛΗΜΝΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157735--xlbook-zaharopoilos_s_i.jpg,ΤΡΑΓΑΡΑΣ ΣΤΑΥΡΟΣ,"4,77 €|6,36 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/limnos.html
ΤΟ ΣΥΝΟΡΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/t/o/to-sinoro.jpg,ΜΙΣΕΛ ΦΑΙΣ,"3,96 €|5,28 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/to-sinoro.html
ΟΥΛΑΦ ΠΑΛΜΕ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/u/l/ulaf-palme.jpg,ΧΡΙΣΤΟΔΟΥΛΟΥ ΚΩΣΤΑΣ,"3,96 €|5,28 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ulaf-palme.html
ΠΟΙΗΜΑΤΑ 1981-1991,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/p/i/piimata-1981-1991.jpg,ΧΡΙΣΤΟΦΙΛΟΠΟΥΛΟΣ ΚΩΣΤΑΣ,"4,75 €|6,33 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/piimata-1981-1991.html
ΤΡΑΒΩΝΤΑΣ ΑΝΑΤΟΛΙΚΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157739--xlbook-zaharopoilos_s_i.jpg,ΧΡΙΣΤΟΦΙΛΟΠΟΥΛΟΣ ΚΩΣΤΑΣ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/travontas-anatolika.html
ΕΙΣ ΤΗΝ ΑΠΕΝΑΝΤΙ ΟΧΘΗ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157741--xlbook-zaharopoilos_s_i.jpg,ΦΑΣΟΥΛΑΣ ΔΗΜΗΤΡΗΣ,"4,75 €|6,33 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/is-tin-apenanti-ohthi.html
ΕΠΤΑ ΩΔΕΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157548--xlbook-ikaros.jpg,ΚΗΤΣ ΤΖΩΝ,"5,99 €|7,99 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/epta-odes.html
ΣΤΗ ΔΟΞΑ ΤΩΝ ΠΟΥΛΙΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157615--xlbook-ikaros.jpg,ΣΑΡΑΝΤΑΡΗΣ Γ.,"11,41 €|15,21 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/sti-doxa-ton-pulion.html
ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157630--xlbook-zaharopoilos_s_i.jpg,ΦΕΔΕΡΙΚΟ ΓΚΑΡΘΙΑ ΛΟΡΚΑ,"13,50 €|18,00 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/piimata-78.html
ΠΟΙΗΜΑΤΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157631--xlbook-zaharopoilos_s_i.jpg,ΠΟΕ ΑΛΛΑΝ ΕΔΓΑΡ,"11,94 €|15,92 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/metafrasmeni-piisi-cat/piimata-79.html
ΚΑΤΑ ΣΑΔΔΟΥΚΑΙΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157650--xlbook-zaharopoilos_s_i.jpg,ΚΑΤΣΑΡΟΣ ΜΙΧΑΛΗΣ,"9,54 €|12,72 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/kata-saddoykaion-html.html
ΑΝΤΙΣΤΕΚΟΜΑΙ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/a/n/antistekome-1.jpg,ΑΛΕΞΙΟΥ ΓΕΩΡΓΙΑ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/antistekome-1.html
ΚΑΙ Ο ΗΛΙΟΣ ΣΙΩΠΟΥΣΕ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157686--xlbook-zaharopoilos_s_i.jpg,ΑΛΕΞΙΟΥ ΓΕΩΡΓΙΑ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ke-o-ilios-siopuse.html
ΕΙΡΗΝΙΚΟΣ ΕΝ ΠΛΩ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/i/r/irinikos-en-plo.jpg,ΑΝΔΡΕΑΔΑΚΗΣ ΓΙΩΡΓΟΣ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/irinikos-en-plo.html
ΦΩΤΕΙΝΟΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/f/o/fotinos-3.jpg,ΒΑΛΑΩΡΙΤΗΣ ΑΡΙΣΤΟΤΕΛΗΣ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/fotinos-3.html
Η ΦΟΡΑ ΤΩΝ ΠΡΑΓΜΑΤΩΝ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157689--xlbook-zaharopoilos_s_i.jpg,ΒΟΥΛΓΑΡΑΚΗΣ Γ.,"4,75 €|6,33 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/i-fora-ton-pragmaton.html
ΘΕΜΑΤΑ ΗΜΕΡΗΣΙΑΣ ΔΙΑΤΑΞΗΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/t/h/themata-imerisias-diataxis.jpg,ΒΟΥΛΓΑΡΑΚΗΣ Γ.,"4,75 €|6,33 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/themata-imerisias-diataxis.html
ΤΑ ΣΚΥΒΑΛΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/t/a/ta-skivala.jpg,ΓΑΡΜΠΗΣ Γ. ΝΙΚΟΛΑΣ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ta-skivala.html
ΨΗΛΑΦΙΖΟΝΤΑΣ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/p/s/psilafizontas.jpg,ΓΙΟΒΑΝΝΑ,"4,77 €|6,36 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/psilafizontas.html
ΕΧΘΡΙΚΟ ΤΟΠΙΟ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157693--xlbook-zaharopoilos_s_i.jpg,ΓΚΡΗΣ ΗΛΙΑΣ,"4,77 €|6,36 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/ehthriko-topio-2.html
ΡΗΜΑΓΜΕΝΗ ΠΟΛΙΤΕΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/r/i/rimagmeni-politia.jpg,ΓΚΡΗΣ ΗΛΙΑΣ,"4,75 €|6,33 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/rimagmeni-politia.html
ΛΗΘΑΡΓΟΣ ΚΟΣΜΟΣ,https://www.greekbooks.gr/media/catalog/product/placeholder/default/small_image.jpg,ΓΚΡΗΣ ΗΛΙΑΣ,"4,77 €|6,36 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/lithargos-kosmos-2.html
ΤΑΞΙΔΙ ΣΤΑ ΚΥΘΗΡΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/t/a/taxidi-sta-kithira-1.jpg,ΔΙΚΤΑΙΟΣ ΑΡΗΣ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/taxidi-sta-kithira-1.html
ΠΟΡΤΟ-Ο ΙΟΥΛΙΟΣ ΜΕ ΤΑ ΚΟΧΥΛΙΑ,https://www.greekbooks.gr/media/catalog/product/cache/92dd1f499898e969eebe46e2f755e65e/1/5/157697--xlbook-zaharopoilos_s_i.jpg,ΖΕΡΒΟΝΙΚΟΛΑΚΗΣ ΝΙΚΟΣ,"5,54 €|7,39 €",https://www.greekbooks.gr/books/logotehnia-c-10/poiisi/elliniki-piisi-c/porto-o-iulios-me-ta-kohilia.html
